Address,City,ZipCode,Bedrooms,Bathrooms,SquareFeet,ListedPrice,RentEstimate,MonthlyCost,
11289 Duster St ,TRUE,79934,4,3,2447,315000,2295,2894.127441,
14331 Woods Point Ave ,TRUE,79938,3,2.5,1715,270000,1800,2460.623535,
3404 Chickasaw Dr ,TRUE,79936,3,2,1022,140000,1300,1319.878906,
14240 Smokey Point Dr ,TRUE,79938,3,2,1793,235000,2800,2289.653809,
5993 Ruidoso Downs St ,TRUE,79932,3,2,1565,313000,1595,2793.500732,
1842 Bridle Pl ,TRUE,79911,4,2.5,1925,459950,1990,4062.557861,
12512 Sun Terrace Ave ,TRUE,79938,4,3,2670,305000,2145,2792.993408,
2405 Tony Harper St ,TRUE,79938,4,3,2147,360400,1900,3224.156738,
12607 Zoolinger Ave ,TRUE,79928,3,2,1800,320950,1995,2907.592285,
12572 Polo Norte ,TRUE,79934,5,3.5,2704,334950,2145,3041.980225,
1481 Fito Hernandez St ,TRUE,79928,4,3,2288,355000,2800,3287.264404,
5633 Costa Blanca Pl ,TRUE,79932,3,2,1823,315000,2100,2870.727539,
13102 Cleethorpes St ,TRUE,79928,3,2,1489,264950,1675,2403.640869,
1783 Sadie Mae Pl ,TRUE,79928,4,2.5,2023,354950,2300,3226.848633,
12804 Woolstone Dr ,TRUE,79928,4,2,1504,259950,1600,2353.07373,
656 Paseo Dulce Ave ,TRUE,79928,4,2,1650,284500,1590,2555.968262,
5952 Mohegan Sun Blvd ,TRUE,79932,3,2,1650,309950,1600,2768.744629,
12621 Cody Kyle Ct ,TRUE,79928,4,2,1870,329950,1700,2947.013184,
5976 Mohegan Sun St ,TRUE,79932,4,2.5,2098,440580,1950,3896.726807,
12728 Polo Norte ,TRUE,79934,5,4,2704,339950,2145,3083.547363,
12621 Viendo Norte St ,TRUE,79934,4,2,1487,234950,1600,2145.238281,
13861 Paseo Celeste Dr ,TRUE,79928,4,2,1790,304300,1995,2769.173828,
10337 Wilshire Dr ,TRUE,79924,3,2,1892,218950,1500,2000.223511,
5776 Brand Ct ,TRUE,79905,3,2,1440,169999,1350,1575.273193,
10434 Rushing Rd ,TRUE,79924,3,2,1790,299995,1995,2733.384521,
2441 Cesar Cordova Pl ,TRUE,79938,4,3,2362,539750,2600,4799.168945,
644 Paseo Dulce Ave ,TRUE,79928,4,2,1509,264950,1600,2394.640869,
1538 Bengal Dr ,TRUE,79935,5,4,3478,359900,3100,3364,
5841 Valley Palm Dr ,TRUE,79932,4,4,3014,732870,3100,6464.656738,
937 Ada Ln ,TRUE,79932,2,2.5,1985,535000,1885,4673.879883,
5925 Ruidoso Downs St ,TRUE,79932,4,2,1768,298792,1400,2651.983643,
716 Paseo Musical St ,TRUE,79928,4,2.5,1873,289950,1990,2649.276367,
932 Louisiana Downs Ave ,TRUE,79932,4,2.5,2098,440580,1950,3896.726807,
3311 Diamond Dr ,TRUE,79904,3,2,1979,275000,1895,2513.590576,
656 Paseo Musical St ,TRUE,79928,4,3,1941,302950,1750,2728.550781,
12608 Don Norte St ,TRUE,79934,4,2,1487,234950,1600,2145.238281,
759 Lemington St ,TRUE,79928,4,2,1402,279950,1650,2525.342041,
537 Sunset Valley Ave ,TRUE,79927,4,2,1865,284500,1700,2569.168213,
14544 Tierra Nectar Ave ,TRUE,79938,4,3,2365,499950,2600,4468.294434,
13735 Harbottle St ,TRUE,79928,3,3,2421,374999,2295,3392.924316,
741 Cedarwood Ave ,TRUE,79928,4,2,1965,305000,1700,2739.593262,
3722 Chester Ave ,TRUE,79903,3,1,1215,129950,1600,1272.328979,
12481 Cayo Norte ,TRUE,79934,4,2,1750,279950,1695,2530.742188,
13078 Cleethorpes St ,TRUE,79928,3,2,1489,264950,1675,2403.640869,
14239 Lasso Rock Dr ,TRUE,79938,3,2,1343,214900,1425,1957.554077,
14917 Louis Baudoin Ct ,TRUE,79938,4,2.5,2424,315000,2535,2922.92749,
3900 Loma Cortez Dr ,TRUE,79938,5,2.5,1911,265000,1935,2435.256592,
991 Bicknor Pl ,TRUE,79928,4,2.5,3080,384950,2200,3464.251221,
945 Ada Ln ,TRUE,79932,4,2.5,2200,495000,2100,4367.143066,
7320 Enchanted Pt ,TRUE,79911,4,2.5,2398,569950,2500,5038.233887,
14625 John McNeely Ave ,TRUE,79938,4,2.5,2726,388600,2045,3475.995361,
5040 Alyssa Jade St ,TRUE,79938,4,3,2276,303950,2600,2838.864258,
1716 Wood Quail Way ,TRUE,79936,3,2,2083,265000,1695,2406.456543,
3170 Red Velvet Pl ,TRUE,79938,4,2.5,2906,349950,2045,3154.681641,
313 Rio De Jazmin Cir ,TRUE,79932,4,4,2872,639000,2800,5648.275879,
1779 Sadie Mae Pl ,TRUE,79928,4,3,1899,351900,1750,3135.492676,
14564 Tierra Bilbao Dr ,TRUE,79938,4,3,2026,345950,2000,3116.027832,
2358 Enchanted Knl ,TRUE,79911,4,3,2362,529950,4319,4923.977051,
13074 Emerald St ,TRUE,79928,3,2,1724,319950,1545,2845.279053,
7353 Cimarron Rim Dr ,TRUE,79911,5,3.5,2967,837900,1900,7193.814941,
7509 Benson Dr ,TRUE,79915,3,2,1206,193000,1600,1796.490234,
10517 Canyon Sage Dr ,TRUE,79924,4,2.5,1661,210000,1590,1936.618286,
10760 Pleasant Sand Dr ,TRUE,79924,3,2.5,1989,230000,1885,2138.286865,
1793 Sadie Mae Pl ,TRUE,79928,4,3.5,2266,403950,2590,3669.006348,
14913 Mike A Mendoza Ave ,TRUE,79938,4,2,1579,279500,1750,2533.601074,
12440 Polo Norte ,TRUE,79934,4,2.5,1850,284950,1670,2569.309326,
12632 Don Norte St ,TRUE,79934,3,2,1371,222950,1495,2032.877075,
649 Linda Johnson Ave ,TRUE,79932,3,2,1250,199500,1275,1811.527466,
13385 Coldham St ,TRUE,79928,4,2,1785,319950,2335,2940.078857,
2825 Pasillo Rock Pl ,TRUE,79938,3,3,2457,254950,2600,2431.506592,
11968 Mesquite Miel Dr ,TRUE,79934,4,2.5,2077,240000,1950,2229.220947,
12749 Linstead Ave ,TRUE,79928,4,2,1568,285950,1795,2592.622559,
14901 Pebble Hills Blvd ,TRUE,79938,4,2.5,2717,323950,2045,2938.532715,
5605 River Run St ,TRUE,79932,4,3.5,2655,645000,2145,5619.556152,
509 Skymont Way ,TRUE,79912,4,2,1995,275000,1950,2520.190674,
1803 Ritzy Lou Pl ,TRUE,79928,4,2,1870,331950,1700,2963.639893,
14261 Woods Point Ave ,TRUE,79938,4,2.5,1988,249999,2250,2348.346924,
7396 Norte Brasil Dr ,TRUE,79934,4,3,1730,273950,1835,2497.661621,
7441 Norte Mesa Ln ,TRUE,79934,3,2,1371,222950,1495,2032.877075,
3415 Durazno Ave ,TRUE,79905,3,3,976,149950,1350,1408.597412,
6325 Camino Pinon Pl ,TRUE,79932,4,5,4631,1400000,3300,12034.78906,
5992 Mohegan Sun St ,TRUE,79932,4,2.5,2098,440580,1950,3896.726807,
1408 Stone View Way ,TRUE,79936,3,2,2218,285000,1650,2567.324951,
6012 Mohegan Sun St ,TRUE,79932,4,2.5,2098,440580,1950,3896.726807,
12556 Polo Norte ,TRUE,79934,4,2.5,2501,319950,2600,2971.878906,
889 Harpendem Dr ,TRUE,79928,4,2.5,1946,359950,1990,3231.21582,
2237 Tony Harper St ,TRUE,79938,4,2,1603,289950,1735,2618.67627,
12610 Zollinger Ave ,TRUE,79928,4,2,1865,315000,1700,2822.727539,
14833 Tierra Fortaleza Ave ,TRUE,79938,3,2,1523,281500,1565,2528.027832,
14816 Jack White Ave ,TRUE,79938,4,2.5,1738,299500,1745,2699.269531,
944 Crooked River Dr ,TRUE,79932,4,3,2576,492000,2500,4390.203125,
14629 Holly Springs Ave ,TRUE,79938,4,2.5,2113,390000,2150,3500.234131,
2215 Marr St ,TRUE,79903,2,1,1588,120000,1325,1156.610474,
3507 Bisbee Ave ,TRUE,79903,3,1,1014,182500,1295,1672.599243,
14833 Boer Trail Ave ,TRUE,79938,3,2.5,1816,239950,1900,2222.805176,
956 Gulf Streams Ave ,TRUE,79932,4,2,1975,319950,2250,2929.878906,
13106 Cleethorpes St ,TRUE,79928,4,2,1438,264950,1750,2412.640869,
304 Brud Holland Dr ,TRUE,79928,4,2.5,1808,210950,1795,1969.116089,
1310 Rosa Guerrero Pl ,TRUE,79936,3,2.5,2088,289000,1800,2618.578613,
1802 Marlys Larson St ,TRUE,79936,3,2.5,1850,271000,1475,2429.937012,
618 Billston Rd ,TRUE,79928,4,2.5,1997,275000,2250,2556.190674,
7312 Norte Grande Ln ,TRUE,79934,3,2,1650,277950,1600,2502.715332,
12474 Stansbury Dr ,TRUE,79928,4,2,2120,359900,1875,3217,
2300 Enchanted Eagle Ln ,TRUE,79911,4,3,2368,406560,4319,3898.184326,
7224 Clemente Ave ,TRUE,79912,3,2,1332,230000,1450,2086.08667,
1737 Russ Randall St ,TRUE,79936,3,2,1326,150000,1500,1427.013062,
871 Country Club Rd Unit 4D ,TRUE,79932,3,2.5,2137,488888,2095,4315.731445,
660 Paseo Dulce Ave ,TRUE,79928,4,2,1650,284500,1590,2555.968262,
2391 Enchanted Rock Ln ,TRUE,79911,4,2.5,2018,467950,2200,4154.265137,
913 Ada Ln ,TRUE,79932,4,2,1750,299950,1400,2661.610596,
12818 Osmotherley Ave ,TRUE,79928,4,2,1562,281950,1795,2559.368896,
15089 McCracken Dr ,TRUE,79938,4,3,1879,300000,2600,2806.026123,
13090 Cleethorpes St ,TRUE,79928,3,2,1489,264950,1675,2403.640869,
3908 Desert Daze Pl ,TRUE,79938,4,3.5,2231,300000,1975,2731.026123,
12740 Polo Norte ,TRUE,79934,4,2.5,1850,284950,1670,2569.309326,
4804 Marisabel Azcarate St ,TRUE,79938,3,2,1963,299545,1995,2729.643555,
51066 Sand Verbena Ave ,TRUE,79934,4,3,1865,331950,1895,2987.040039,
1788 Sadie Mae Pl ,TRUE,79928,4,2.5,2055,359950,2300,3268.415771,
5865 Kobe Bryant St ,TRUE,79924,3,2,1462,270950,1600,2444.52124,
7433 Norte Mesa Ln ,TRUE,79934,4,3,1730,273950,1835,2497.661621,
5968 Mohegan Sun St ,TRUE,79932,4,2.5,2098,440580,1950,3896.726807,
7533 Enchanted Dr ,TRUE,79911,5,3.5,2348,409950,2400,3696.086914,
3504 Essence St ,TRUE,79938,4,3,2197,389950,2300,3517.818359,
12640 Zollinger Ave ,TRUE,79938,4,2,1782,279950,1595,2518.742188,
203 Rutland Pl ,TRUE,79928,3,2,1466,255000,1595,2311.322266,
12274 Tierra Mar Way ,TRUE,79938,3,3,2160,299950,2000,2733.610596,
217 Emerald Rock Pl ,TRUE,79928,4,2.5,2248,378170,1995,3383.286377,
750 Lemington St ,TRUE,79928,4,2,1402,275950,1650,2492.088379,
900 Keenland Ave ,TRUE,79932,4,2.5,2098,440580,1950,3896.726807,
927 Brudenal Pl ,TRUE,79928,4,4,2534,374999,2590,3428.324463,
3141 Tunnel Point Way ,TRUE,79938,4,3,2707,525000,2145,4621.945801,
14259 Gil Reyes Dr ,TRUE,79938,3,2,1360,234500,1700,2153.49707,
249 Canyon Terrace Dr ,TRUE,79902,4,4,2400,549000,3950,5038.067871,
12693 Don Norte ,TRUE,79934,5,3.5,2860,349950,2800,3245.281494,
12421 Oconnor Dr ,TRUE,79934,4,2,1487,234950,1600,2145.238281,
2908 Pino Blanco Pl ,TRUE,79938,3,2.5,1984,259000,1885,2379.375977,
3218 Peruvian Paso Dr ,TRUE,79938,4,2.5,2027,265750,1835,2429.491455,
748 Cascada St ,TRUE,79928,7,4.5,3744,350000,3300,3305.697266,
11474 Lone Wolf Cir ,TRUE,79936,3,2,1037,169900,1150,1550.450195,
1301 Thunder Bolt Ct ,TRUE,79936,3,2,2105,235000,2200,2217.653809,
12677 Don Norte ,TRUE,79934,3,2,1450,254950,1300,2275.506592,
2217 Tony Harper St ,TRUE,79938,4,2,1603,289950,1735,2618.67627,
14406 Armando Silva Dr ,TRUE,79938,3,2,1136,189950,2100,1831.134277,
12400 Norte Chico ,TRUE,79934,5,3,2250,334950,3200,3168.580322,
51070 Sand Verbena Ave ,TRUE,79934,4,3,1914,362950,1750,3227.355957,
220 Emerald Rock Pl ,TRUE,79928,4,3,2407,372500,2295,3372.14917,
14201 Oconner ,TRUE,79934,3,2,1450,272950,1300,2425.148193,
7129 Orange Tree Ln ,TRUE,79915,4,2,2203,219950,2135,2084.736816,
14600 Pebble Hills Blvd ,TRUE,79938,4,3,2147,372950,1900,3328.490234,
908 Crystal Deer Dr ,TRUE,79928,4,2,2120,349950,1875,3134.281494,
7388 Norte Brasil Dr ,TRUE,79934,4,3,1599,252950,1735,2311.079834,
12638 Zollinger Ave ,TRUE,79938,3,2.5,1942,319950,1700,2863.878906,
5980 Mohegan Sun St ,TRUE,79932,4,2.5,2098,440580,1950,3896.726807,
3376 Eileen Dr ,TRUE,79904,4,2.5,2205,325900,2800,3045.34375,
7321 Enchanted Bluff Ave ,TRUE,79911,5,3.5,2348,419950,2400,3779.220947,
748 Brisa Del Mar Dr ,TRUE,79912,4,2,2121,314999,1875,2843.719238,
2221 Tony Harper St ,TRUE,79938,4,2,1467,277950,1635,2506.915283,
809 Acton St ,TRUE,79928,4,2.5,2021,388350,2300,3504.516846,
7357 Cimarron Rim Dr ,TRUE,79911,4,3,2867,808900,3000,7084.726074,
12753 Kingsbury Ave ,TRUE,79928,4,2.5,1954,335000,1990,3023.795898,
957 Ada Ln ,TRUE,79932,3,2.5,1646,375000,1650,3315.532715,
13396 Coldham St ,TRUE,79928,3,2,1815,328950,1700,2938.699707,
980 Pecos River Dr ,TRUE,79932,3,3,2350,520300,2195,4588.872559,
14529 Tierra Bilbao Dr ,TRUE,79938,4,3,2266,442950,2600,3994.429688,
712 Chatham Pl ,TRUE,79928,4,2.5,2111,388950,1725,3440.504883,
2720 Tierra Oasis St ,TRUE,79938,4,2,1634,255500,1800,2340.078857,
14612 Pebble Hills Blvd ,TRUE,79938,5,3,3283,525280,3000,4726.873535,
525 Paseo Dulce Ave ,TRUE,79928,3,2,1604,284950,2100,2620.90918,
5128 Orleans Ave ,TRUE,79924,3,2,1784,244900,2500,2335.956787,
967 Selway River Pl ,TRUE,79932,4,2.5,2290,430000,2100,3826.770996,
5844 Dalhart Dr ,TRUE,79924,4,2,1674,297500,1590,2664.042725,
3717 Tierra Isela Dr ,TRUE,79938,4,2.5,2393,285000,2200,2633.324951,
13208 Bywell Ct ,TRUE,79928,3,2,1432,225000,1400,2038.519653,
13020 Stonington Ln ,TRUE,79938,3,2,1273,210500,1425,1920.975098,
12624 Polo Norte ,TRUE,79934,4,2.5,2501,319950,2600,2971.878906,
1818 Bridle Pl ,TRUE,79911,4,2.5,1955,464950,1990,4104.125,
51045 Fox Ave ,TRUE,79934,3,2.5,1942,299950,1795,2709.010498,
2337 Tony Harper St ,TRUE,79938,3,2.5,1860,313950,1850,2831.998291,
12604 Polo Norte ,TRUE,79934,5,3.5,2704,334950,2145,3041.980225,
12617 Cody Kyle Ct ,TRUE,79938,4,2.5,1830,292950,1950,2669.416504,
12602 Cody Klye ,TRUE,79928,4,3,1825,318950,1750,2861.56543,
5988 Mohegan Sun St ,TRUE,79932,4,2.5,2098,440580,1950,3896.726807,
416 Frodsham St ,TRUE,79928,3,3,2058,353000,2600,3246.637451,
880 W Gate Dr ,TRUE,79932,4,4.5,4000,1290000,3300,11120.3125,
13927 Sky Harbor Ave ,TRUE,79928,4,2,1630,276500,1590,2489.460693,
6236 Taos Dr ,TRUE,79905,3,1,950,149900,1200,1390.181763,
12308 Angie Bombach Ave ,TRUE,79928,3,2,1134,185950,1395,1713.280518,
14807 Pebble Hills Blvd ,TRUE,79938,4,2,1800,293950,2800,2779.72998,
14837 Tierra Escape Ave ,TRUE,79938,3,2.5,2566,350000,1980,3147.297119,
6016 Mohegan Sun St ,TRUE,79932,4,2.5,2098,440580,1950,3896.726807,
7369 Cimarron Rim Dr ,TRUE,79911,4,3.5,2875,777900,3000,6827.009766,
864 W Gate Dr ,TRUE,79932,4,4.5,4000,1330000,3300,11452.84961,
5508 Ketchikan St ,TRUE,79924,3,2,1248,180000,1335,1656.615723,
777 Lemington St ,TRUE,79928,5,3.5,2970,439500,3100,4025.748291,
14345 Tobe Davis ,FALSE,79928,4,2,1488,285950,1600,2569.222656,
6008 Mohegan Sun St ,TRUE,79932,4,2.5,2098,440580,1950,3896.726807,
962 Keenland Ave ,TRUE,79932,4,3,2098,440580,1900,3890.726807,
12509 Cayo Norte ,TRUE,79934,3,2,1450,254950,1300,2275.506592,
4433 N Stanton St Unit MT27 ,TRUE,79902,2,1.5,1272,164995,1300,1527.672852,
12619 Cody Kyle Ct ,TRUE,79928,4,2.5,2067,361950,2300,3285.04248,
14817 Mike A Mendoza Ave ,TRUE,79938,3,2,1523,281500,1565,2528.027832,
2844 Mike Price Dr ,TRUE,79938,4,3,1794,339950,1600,3018.147461,
7429 Norte Mesa Ln ,TRUE,79934,3,2,1371,222950,1495,2032.877075,
3208 David Palacio Dr ,TRUE,79938,3,2,1515,230000,1900,2140.08667,
14564 Ava Leigh Ave ,TRUE,79938,4,2.5,2175,264000,2135,2450.943115,
12757 Viendo Norte ,TRUE,79934,4,2,1750,279950,1695,2530.742188,
3037 Yarwood Dr ,TRUE,79935,3,2,1432,199000,1400,1822.370728,
7874 Enchanted Circle Dr ,TRUE,79911,4,2.5,2272,364999,2800,3370.390137,
10737 Deion Sanders Dr ,TRUE,79924,4,2,1844,337950,1700,3013.520508,
13817 Paseo Perlas Dr ,TRUE,79928,4,2,1504,264950,1600,2394.640869,
13393 Coldham St ,TRUE,79928,4,2,1785,329950,2335,3023.213135,
529 Paseo Dulce Ave ,TRUE,79928,3,2,1479,271950,1675,2461.834717,
14628 Tierra Nectar Ave ,TRUE,79938,4,3,2680,511612,2145,4510.645996,
12769 Col Charles Branson Dr ,TRUE,79938,4,2,1309,211950,1450,1936.029541,
12757 Col Charles Branson Dr ,TRUE,79938,4,2,1309,211950,1450,1936.029541,
12800 Monmouth Ave ,TRUE,79928,4,2,1562,299950,1795,2709.010498,
13844 Paseo De Miel Dr ,TRUE,79928,3,2,1479,261950,1675,2378.700439,
7484 Norte Chile ,TRUE,79934,5,3,2250,319950,3200,3043.878906,
801 Kerconell Rd ,TRUE,79928,3,2,1355,245000,1400,2204.788086,
2414 San Diego Ave ,TRUE,79930,4,2,1924,154000,1700,1484.266724,
13405 Emerald Glass Dr ,TRUE,79928,4,3,2450,399500,2295,3596.611572,
12653 Don Norte ,TRUE,79934,4,2.5,2048,294950,1775,2665.043457,
12628 Polo Norte ,TRUE,79934,5,4,2704,344950,2145,3125.114502,
5960 Mohegan Sun St ,TRUE,79932,4,2.5,2098,440580,1950,3896.726807,
912 Keenland Ave ,TRUE,79932,4,2,2490,349950,1900,3137.281494,
14927 Pebble Hills Blvd ,TRUE,79938,4,2.5,2717,328950,2045,2980.099609,
12308 Desert Pine Ave ,TRUE,79938,3,2,1996,325000,1835,2922.061768,
6416 Toivoa Pl ,TRUE,79932,4,3,2463,529956,2295,4681.146973,
3632 W Vitex Cir ,TRUE,79936,3,2.5,2113,279999,1795,2543.149414,
13260 Coldham St ,TRUE,79928,3,3,1899,359860,1750,3201.66748,
12464 Polo Norte ,TRUE,79934,5,3,2250,314950,3200,3002.311768,
14616 Pebble Hills Blvd ,TRUE,79938,5,3,3087,493920,2250,4376.164551,
13082 Cleethorpes St ,TRUE,79928,4,2,1438,264950,1750,2412.640869,
14809 Mike A Mendoza Ave ,TRUE,79938,4,2,1579,279500,1750,2533.601074,
12612 Polo Norte ,TRUE,79934,4,2.5,1850,284950,1670,2569.309326,
13833 Paseo Del Mar Dr ,TRUE,79928,4,2.5,1885,327550,1990,2961.86084,
12549 Cayo Norte ,TRUE,79934,4,2,1550,264950,1580,2392.240723,
14689 Jesus Almeida Ave ,TRUE,79938,4,2,1634,253000,1800,2319.29541,
889 Chillington Rd ,TRUE,79928,4,2.5,2400,477980,2150,4231.648926,
14760 Jack White Ave ,TRUE,79938,4,2,1344,269950,1450,2418.208008,
971 Airship Pl ,TRUE,79928,3,2,1548,209950,1800,1961.40271,
7521 Enchanted Dr ,TRUE,79911,4,2,1782,289950,2500,2710.476318,
14667 Pebble Hills Blvd ,TRUE,79938,4,3.5,2205,348950,1975,3137.968018,
2359 Enchanted Rock Ln ,TRUE,79911,4,2.5,1941,437950,1990,3879.662598,
12828 Linstead Ave ,TRUE,79928,4,2,1568,289950,1795,2625.876221,
10709 Troy Aikman Dr ,TRUE,79924,4,2.5,1965,317500,1990,2878.311035,
12548 Polo Norte ,TRUE,79934,4,3,1935,289950,1750,2620.476318,
900 Churchill Downs Ave ,TRUE,79932,4,2.5,2098,440580,1950,3896.726807,
7789 Enchanted Falcon Ln ,TRUE,79911,4,3,2368,409060,4319,3918.967773,
14148 Lasso Rock Dr ,TRUE,79938,3,2,1536,209999,1725,1952.810059,
12493 Stansbury Dr ,TRUE,79928,4,2.5,2726,383950,1630,3387.537842,
9764 Blue Wing Dr ,TRUE,79924,4,2,1516,195000,1650,1819.117065,
3064 Tierra Humeda Dr ,TRUE,79938,3,2,1633,249950,1595,2269.3396,
11104 Vista Lago Pl Apt C ,TRUE,79936,2,2,1120,164995,1400,1539.672852,
944 Via Descanso Dr ,TRUE,79912,4,2.5,2217,387000,2650,3535.293701,
14949 Hill Ridge Ct ,TRUE,79938,3,2,1660,272025,1575,2450.458252,
2801 Tierra De Moyo Pl ,TRUE,79938,4,2,1562,286950,1650,2583.536133,
13877 Paseo Celeste Dr ,TRUE,79928,4,2,1790,304300,1995,2769.173828,
5901 Ruidoso Downs St ,TRUE,79932,4,3,2368,396720,2295,3573.500244,
2604 Steffi Graf Dr ,TRUE,79938,3,2,1395,150000,1650,1445.013062,
14804 Jack White Ave ,TRUE,79938,4,2.5,2124,329500,2150,2997.272217,
996 Willow River Dr ,TRUE,79932,3,3,2350,525300,2195,4630.439941,
1809 Ritzy Lou Pl ,TRUE,79928,4,2.5,2323,404950,1995,3605.919678,
921 Ada Ln ,TRUE,79932,4,3,2089,440580,1900,3890.726807,
2355 Enchanted Rock Ln ,TRUE,79911,4,2.5,1925,434950,1990,3854.722412,
12513 Eltham Dr ,TRUE,79928,4,2.5,1946,374950,1990,3355.916992,
716 Cresta Alta Dr ,TRUE,79912,4,3,2541,342000,3200,3227.189941,
7120 Falling Leaf Cir ,TRUE,79934,4,2,1712,230000,1675,2113.08667,
14402 Pacific Point Dr ,TRUE,79938,4,2.5,1832,245000,1950,2270.788086,
12709 Tre Maximiliano Ave ,TRUE,79938,4,2,1431,225000,1700,2074.519531,
946 Earthstar Pl ,TRUE,79928,3,2,1523,300000,1565,2681.826172,
7317 Enchanted Bluff Dr ,TRUE,79911,5,3.5,2660,449950,2100,3992.623535,
14645 Ericka Santillana Dr ,TRUE,79938,4,2,1409,218000,1450,1986.325684,
12616 Azulejos St ,TRUE,79928,4,2.5,2236,299950,1995,2733.010498,
3120 Lookout Point Dr ,TRUE,79938,5,2.5,2686,359000,2045,3229.917969,
892 Chillington Rd ,TRUE,79928,4,3,2000,379000,2250,3420.786377,
12603 Cody Kyle Ct ,TRUE,79938,4,2.5,1830,292950,1950,2669.416504,
12521 Cayo Norte ,TRUE,79934,4,3,2048,294950,2000,2692.043457,
3427 Dornoch St ,TRUE,79925,3,2,1368,150000,1595,1438.413086,
6401 Casper Ridge Dr ,TRUE,79912,3,2.5,2309,449950,2000,3980.623535,
12569 Cayo Norte Dr ,TRUE,79934,3,2,1371,223950,1495,2041.190552,
14849 Tierra Fortaleza Ave ,TRUE,79938,4,2,1762,309500,1800,2789.003662,
828 W Gate Dr ,TRUE,79932,4,4.5,4000,1385000,3300,11910.08789,
5996 Mohegan Sun St ,TRUE,79932,4,2.5,2098,440580,1950,3896.726807,
7021 Datil Dr ,TRUE,79924,3,2,1446,195000,1600,1813.117065,
12513 Cayo Norte ,TRUE,79934,5,4,2704,334950,2145,3041.980225,
1847 Cimarron Dr ,TRUE,79911,4,3,2254,528689,4319,4913.494141,
910 Bromyard Dr ,TRUE,79928,4,3,2833,395000,2050,3529.80127,
916 Larkhall Pl ,TRUE,79928,4,2,1785,317950,2335,2923.452148,
12533 Eltham Dr ,TRUE,79928,4,2.5,1963,379950,1990,3397.484131,
2528 Sammy Cervantes St ,TRUE,79938,4,2,2290,399975,1950,3559.1604,
528 Cedarwood Dr ,TRUE,79928,4,2,1568,289950,1795,2625.876221,
7317 Enchanted Point Dr ,TRUE,79911,6,3.5,3066,554950,1900,4841.532715,
3720 Loma Cortez Dr ,TRUE,79938,4,2,1579,219999,1750,2038.944214,
2409 Tony Harper St ,TRUE,79938,3,2.5,1860,313950,1850,2831.998291,
928 Keenland Ln ,TRUE,79932,4,2,1876,319950,2100,2911.878906,
14600 John McNeely Ave ,TRUE,79938,4,3,1914,368950,1935,3299.436523,
1117 Hawaii St ,TRUE,79915,3,2,1000,149950,1350,1408.597412,
741 Montoya Oak Ln ,TRUE,79932,5,6,5172,1149999,3300,9956.425781,
5120 Marcillus Ave ,TRUE,79924,3,2,1392,199900,1450,1835.852783,
13022 Terrington Dr ,TRUE,79928,5,3.5,2358,369950,2590,3386.349854,
14801 Mike A Mendoza Ave ,TRUE,79938,4,2,1648,298950,1595,2676.697021,
12612 Middlesbrough Ave ,TRUE,79928,4,2.5,2277,449950,1995,3980.023682,
2321 Tony Harper St ,TRUE,79938,4,3,2147,374950,1900,3345.117188,
7429 Enchanted Point Dr ,TRUE,79911,4,3,1879,369950,1750,3285.550049,
51049 Fox Ave ,TRUE,79934,4,2,1841,288950,1550,2588.162842,
12553 Cayo Norte Dr ,TRUE,79934,4,2,1397,227950,1650,2093.044189,
11608 Casa View Dr ,TRUE,79936,3,2,1606,205000,1695,1907.651245,
2367 Enchanted Rock Ln ,TRUE,79911,4,2.5,1994,439950,1950,3891.489502,
12625 Cody Kyle Ct ,TRUE,79928,4,2.5,2294,396950,1995,3539.412354,
14270 Craggy Rock Ave ,TRUE,79938,3,2,1563,240000,1900,2223.220947,
721 Valley Pine Dr ,TRUE,79932,4,3.5,2435,574950,2590,5090.601074,
7315 Joshua Ct ,TRUE,79915,3,1.5,1568,188000,1150,1700.923096,
12601 Fredericksburg Ave ,TRUE,79928,4,3,2026,394950,2600,3595.385498,
860 Acton St ,TRUE,79928,4,2.5,1988,383950,2250,3461.937744,
1775 Urijah Pl ,TRUE,79928,4,3,2031,372950,2600,3412.490234,
13241 Kestrel Ave ,TRUE,79928,3,2,1390,204950,1450,1877.835571,
13388 Cinderford Ave ,TRUE,79928,4,2,1865,288950,1700,2606.162842,
5964 Mohegan Sun St ,TRUE,79932,4,2.5,2098,440580,1950,3896.726807,
946 Bromyard Dr ,TRUE,79928,5,3,2885,395000,3000,3643.80127,
14960 Harry Flournoy Ave ,TRUE,79938,3,2,1588,249950,1850,2299.939453,
14012 Sun Rock Way ,TRUE,79938,3,2.5,2141,400000,2095,3576.768311,
1831 Chris Scott Dr ,TRUE,79936,3,2,1476,199900,1495,1841.252808,
12617 Viendo Norte St ,TRUE,79934,4,2,1658,261950,1590,2368.500488,
7413 Red Cedar Dr ,TRUE,79911,3,2.5,2043,329900,2250,3012.597412,
320 Brud Holland Dr ,TRUE,79928,4,3,2002,354950,2250,3220.848633,
884 Chillington Rd ,TRUE,79928,3,2,1855,351522,1700,3126.350342,
1805 Ritzy Lou Pl ,TRUE,79928,4,2.5,2306,395950,1995,3531.098877,
5909 Ruidoso Downs St ,TRUE,79932,4,3,2368,390720,2295,3523.619629,
7808 Enchanted Nest Ln ,TRUE,79911,4,3,2368,409560,4319,3923.124512,
13595 Doncaster St ,TRUE,79928,3,2,1774,269950,2200,2508.208008,
